donation,pools,times,viewers,viewers_max
7916.72,"{'large': {'labels': [1757286000000, 1757284200000, 1757282400000, 1757280600000, 1757278800000, 1757277000000, 1757275200000, 1757273400000, 1757271600000, 1757269800000, 1757268000000, 1757266200000, 1757264400000, 1757262600000, 1757260800000, 1757259000000, 1757257200000, 1757255400000, 1757253600000, 1757251800000, 1757250000000, 1757248200000, 1757246400000, 1757244600000, 1757242800000, 1757241000000, 1757239200000, 1757237400000, 1757235600000, 1757233800000, 1757232000000, 1757230200000, 1757228400000, 1757226600000, 1757224800000, 1757223000000, 1757221200000, 1757219400000, 1757217600000, 1757215800000, 1757214000000, 1757212200000, 1757210400000, 1757208600000, 1757206800000, 1757205000000, 1757203200000, 1757201400000, 1757199600000, 1757197800000, 1757196000000, 1757194200000, 1757192400000, 1757190600000, 1757188800000, 1757187000000, 1757185200000, 1757183400000, 1757181600000, 1757179800000, 1757178000000, 1757176200000, 1757174400000, 1757172600000, 1757170800000, 1757169000000, 1757167200000, 1757165400000, 1757163600000, 1757161800000, 1757160000000, 1757158200000, 1757156400000, 1757154600000, 1757152800000, 1757151000000, 1757149200000, 1757147400000, 1757145600000, 1757143800000, 1757142000000, 1757140200000, 1757138400000, 1757136600000, 1757134800000, 1757133000000, 1757131200000, 1757129400000, 1757127600000, 1757125800000, 1757124000000, 1757122200000, 1757120400000, 1757118600000, 1757116800000, 1757115000000, 1757113200000, 1757111400000, 1757109600000, 1757107800000, 1757106000000, 1757104200000, 1757102400000, 1757100600000, 1757098800000, 1757097000000, 1757095200000, 1757093400000, 1757091600000, 1757089800000], 'values': [7875.72, 7717.72, 7604.72, 7275.72, 6991.72, 6649.03, 6106.03, 5760.03, 5754.03, 5660.03, 5640.03, 5490.03, 5355.03, 5208.03, 5103.03, 5016.03, 4964.03, 4689.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4572.03, 4250.03, 3654.03, 3620.03, 3583.03, 3573.03, 3540.03, 3511.03, 3308.03, 3186.03, 3182.03, 3149.03, 3129.03, 3111.19, 3000.19, 2903.19, 2631.19, 2583.19, 2508.95, 2326.95, 2282.95, 2282.95, 2282.95, 2282.95, 2282.95, 2282.95, 2282.95, 2282.95, 2282.95, 2282.95, 2282.95, 2282.95, 2282.95, 2282.95, 2282.95, 2280.95, 2276.95, 2270.95, 2220.95, 2200.95, 2200.95, 2173.95, 2172.95, 2171.95, 2116.95, 2060.95, 1692.72, 1605.72, 1556.72, 1466.72, 1314.72, 1204.41, 1173.41, 1070.41, 985.67, 840.67, 691.67, 426.67, 134.0, 0.0, 0.0, 0.0, 0.0, 0.0]}, 'medium': {'labels': [1757355000000, 1757354400000, 1757353800000, 1757353200000, 1757352600000, 1757352000000, 1757351400000, 1757350800000, 1757350200000, 1757349600000, 1757349000000, 1757348400000, 1757347800000, 1757347200000, 1757346600000, 1757346000000, 1757345400000, 1757344800000, 1757344200000, 1757343600000, 1757343000000, 1757342400000, 1757341800000, 1757341200000, 1757340600000, 1757340000000, 1757339400000, 1757338800000, 1757338200000, 1757337600000, 1757337000000, 1757336400000, 1757335800000, 1757335200000, 1757334600000, 1757334000000, 1757333400000, 1757332800000, 1757332200000, 1757331600000, 1757331000000, 1757330400000, 1757329800000, 1757329200000, 1757328600000, 1757328000000, 1757327400000, 1757326800000, 1757326200000, 1757325600000, 1757325000000, 1757324400000, 1757323800000, 1757323200000, 1757322600000, 1757322000000, 1757321400000, 1757320800000, 1757320200000, 1757319600000, 1757319000000, 1757318400000, 1757317800000, 1757317200000, 1757316600000, 1757316000000, 1757315400000, 1757314800000, 1757314200000, 1757313600000, 1757313000000, 1757312400000, 1757311800000], 'values': [7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7916.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72, 7876.72]}}",1880.0,"{'large': {'labels': [1757088000000, 1757089800000, 1757091600000, 1757093400000, 1757095200000, 1757097000000, 1757098800000, 1757100600000, 1757102400000, 1757104200000, 1757106000000, 1757107800000, 1757109600000, 1757111400000, 1757113200000, 1757115000000, 1757116800000, 1757118600000, 1757120400000, 1757122200000, 1757124000000, 1757125800000, 1757127600000, 1757129400000, 1757131200000, 1757133000000, 1757134800000, 1757136600000, 1757138400000, 1757140200000, 1757142000000, 1757143800000, 1757145600000, 1757147400000, 1757149200000, 1757151000000, 1757152800000, 1757154600000, 1757156400000, 1757158200000, 1757160000000, 1757161800000, 1757163600000, 1757165400000, 1757167200000, 1757169000000, 1757170800000, 1757172600000, 1757174400000, 1757176200000, 1757178000000, 1757179800000, 1757181600000, 1757183400000, 1757185200000, 1757187000000, 1757188800000, 1757190600000, 1757192400000, 1757194200000, 1757196000000, 1757197800000, 1757199600000, 1757201400000, 1757203200000, 1757205000000, 1757206800000, 1757208600000, 1757210400000, 1757212200000, 1757214000000, 1757215800000, 1757217600000, 1757219400000, 1757221200000, 1757223000000, 1757224800000, 1757226600000, 1757228400000, 1757230200000, 1757232000000, 1757233800000, 1757235600000, 1757237400000, 1757239200000, 1757241000000, 1757242800000, 1757244600000, 1757246400000, 1757248200000, 1757250000000, 1757251800000, 1757253600000, 1757255400000, 1757257200000, 1757259000000, 1757260800000, 1757262600000, 1757264400000, 1757266200000, 1757268000000, 1757269800000, 1757271600000, 1757273400000, 1757275200000, 1757277000000, 1757278800000, 1757280600000, 1757282400000, 1757284200000, 1757286000000], 'values': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 450.0, 627.0, 765.0, 827.0, 950.0, 983.0, 927.0, 886.0, 873.0, 899.0, 863.0, 785.0, 748.0, 670.0, 620.0, 600.0, 468.0, 410.0, 383.0, 331.0, 324.0, 300.0, 150.0, 171.0, 211.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 365.0, 526.0, 570.0, 610.0, 739.0, 749.0, 863.0, 863.0, 465.0, 499.0, 519.0, 681.0, 744.0, 768.0, 791.0, 649.0, 602.0, 651.0, 547.0, 547.0, 353.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 727.0, 1017.0, 1062.0, 1094.0, 1139.0, 1133.0, 1196.0, 1032.0, 474.0, 270.0, 262.0, 276.0, 366.0, 872.0, 672.0, 686.0, 584.0, 487.0]}, 'medium': None}","[1757285973691, 1196.0]"
5500.59,"{'large': {'labels': [1757286000000, 1757284200000, 1757282400000, 1757280600000, 1757278800000, 1757277000000, 1757275200000, 1757273400000, 1757271600000, 1757269800000, 1757268000000, 1757266200000, 1757264400000, 1757262600000, 1757260800000, 1757259000000, 1757257200000, 1757255400000, 1757253600000, 1757251800000, 1757250000000, 1757248200000, 1757246400000, 1757244600000, 1757242800000, 1757241000000, 1757239200000, 1757237400000, 1757235600000, 1757233800000, 1757232000000, 1757230200000, 1757228400000, 1757226600000, 1757224800000, 1757223000000, 1757221200000, 1757219400000, 1757217600000, 1757215800000, 1757214000000, 1757212200000, 1757210400000, 1757208600000, 1757206800000, 1757205000000, 1757203200000, 1757201400000, 1757199600000, 1757197800000, 1757196000000, 1757194200000, 1757192400000, 1757190600000, 1757188800000, 1757187000000, 1757185200000, 1757183400000, 1757181600000, 1757179800000, 1757178000000, 1757176200000, 1757174400000, 1757172600000, 1757170800000, 1757169000000, 1757167200000, 1757165400000, 1757163600000, 1757161800000, 1757160000000, 1757158200000, 1757156400000, 1757154600000, 1757152800000, 1757151000000, 1757149200000, 1757147400000, 1757145600000, 1757143800000, 1757142000000, 1757140200000, 1757138400000, 1757136600000, 1757134800000, 1757133000000, 1757131200000, 1757129400000, 1757127600000, 1757125800000, 1757124000000, 1757122200000, 1757120400000, 1757118600000, 1757116800000, 1757115000000, 1757113200000, 1757111400000, 1757109600000, 1757107800000, 1757106000000, 1757104200000, 1757102400000, 1757100600000, 1757098800000, 1757097000000, 1757095200000, 1757093400000, 1757091600000, 1757089800000], 'values': [5500.59, 5500.59, 5495.59, 5467.59, 5258.59, 5151.59, 5112.11, 4706.11, 4583.11, 4513.11, 4510.24, 4500.24, 4360.24, 4360.24, 4310.24, 4310.24, 4051.24, 4001.24, 4001.24, 4001.24, 4001.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 4000.24, 3928.24, 3927.24, 3927.24, 3927.24, 3716.13, 3671.13, 3520.13, 3510.13, 3500.13, 3500.13, 3328.83, 3308.83, 3103.83, 3103.83, 3083.83, 3083.83, 3063.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2947.83, 2897.83, 2887.83, 2866.83, 2864.83, 2054.83, 2004.83, 1188.83, 1028.83, 678.83, 343.83, 321.83, 291.83, 68.93, 6.0, 6.0]}, 'medium': {'labels': [1757355000000, 1757354400000, 1757353800000, 1757353200000, 1757352600000, 1757352000000, 1757351400000, 1757350800000, 1757350200000, 1757349600000, 1757349000000, 1757348400000, 1757347800000, 1757347200000, 1757346600000, 1757346000000, 1757345400000, 1757344800000, 1757344200000, 1757343600000, 1757343000000, 1757342400000, 1757341800000, 1757341200000, 1757340600000, 1757340000000, 1757339400000, 1757338800000, 1757338200000, 1757337600000, 1757337000000, 1757336400000, 1757335800000, 1757335200000, 1757334600000, 1757334000000, 1757333400000, 1757332800000, 1757332200000, 1757331600000, 1757331000000, 1757330400000, 1757329800000, 1757329200000, 1757328600000, 1757328000000, 1757327400000, 1757326800000, 1757326200000, 1757325600000, 1757325000000, 1757324400000, 1757323800000, 1757323200000, 1757322600000, 1757322000000, 1757321400000, 1757320800000, 1757320200000, 1757319600000, 1757319000000, 1757318400000, 1757317800000, 1757317200000, 1757316600000, 1757316000000, 1757315400000, 1757314800000, 1757314200000, 1757313600000, 1757313000000, 1757312400000, 1757311800000], 'values': [5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59, 5500.59]}}",1624.0,"{'large': {'labels': [1757088000000, 1757089800000, 1757091600000, 1757093400000, 1757095200000, 1757097000000, 1757098800000, 1757100600000, 1757102400000, 1757104200000, 1757106000000, 1757107800000, 1757109600000, 1757111400000, 1757113200000, 1757115000000, 1757116800000, 1757118600000, 1757120400000, 1757122200000, 1757124000000, 1757125800000, 1757127600000, 1757129400000, 1757131200000, 1757133000000, 1757134800000, 1757136600000, 1757138400000, 1757140200000, 1757142000000, 1757143800000, 1757145600000, 1757147400000, 1757149200000, 1757151000000, 1757152800000, 1757154600000, 1757156400000, 1757158200000, 1757160000000, 1757161800000, 1757163600000, 1757165400000, 1757167200000, 1757169000000, 1757170800000, 1757172600000, 1757174400000, 1757176200000, 1757178000000, 1757179800000, 1757181600000, 1757183400000, 1757185200000, 1757187000000, 1757188800000, 1757190600000, 1757192400000, 1757194200000, 1757196000000, 1757197800000, 1757199600000, 1757201400000, 1757203200000, 1757205000000, 1757206800000, 1757208600000, 1757210400000, 1757212200000, 1757214000000, 1757215800000, 1757217600000, 1757219400000, 1757221200000, 1757223000000, 1757224800000, 1757226600000, 1757228400000, 1757230200000, 1757232000000, 1757233800000, 1757235600000, 1757237400000, 1757239200000, 1757241000000, 1757242800000, 1757244600000, 1757246400000, 1757248200000, 1757250000000, 1757251800000, 1757253600000, 1757255400000, 1757257200000, 1757259000000, 1757260800000, 1757262600000, 1757264400000, 1757266200000, 1757268000000, 1757269800000, 1757271600000, 1757273400000, 1757275200000, 1757277000000, 1757278800000, 1757280600000, 1757282400000, 1757284200000, 1757286000000], 'values': [0.0, 0.0, 0.0, 106.0, 203.0, 220.0, 205.0, 188.0, 175.0, 160.0, 152.0, 143.0, 143.0, 141.0, 124.0, 114.0, 107.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 65.0, 87.0, 102.0, 105.0, 97.0, 96.0, 96.0, 91.0, 97.0, 97.0, 104.0, 113.0, 105.0, 99.0, 103.0, 102.0, 102.0, 91.0, 85.0, 76.0, 68.0, 53.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 60.0, 74.0, 77.0, 75.0, 73.0, 0.0, 108.0, 108.0, 98.0, 95.0, 93.0, 89.0, 94.0, 103.0, 127.0, 130.0, 127.0, 133.0, 177.0, 177.0, 114.0, 98.0, 0.0]}, 'medium': None}","[1757282793691, 220.0]"
3005.23,"{'large': {'labels': [1757286000000, 1757284200000, 1757282400000, 1757280600000, 1757278800000, 1757277000000, 1757275200000, 1757273400000, 1757271600000, 1757269800000, 1757268000000, 1757266200000, 1757264400000, 1757262600000, 1757260800000, 1757259000000, 1757257200000, 1757255400000, 1757253600000, 1757251800000, 1757250000000, 1757248200000, 1757246400000, 1757244600000, 1757242800000, 1757241000000, 1757239200000, 1757237400000, 1757235600000, 1757233800000, 1757232000000, 1757230200000, 1757228400000, 1757226600000, 1757224800000, 1757223000000, 1757221200000, 1757219400000, 1757217600000, 1757215800000, 1757214000000, 1757212200000, 1757210400000, 1757208600000, 1757206800000, 1757205000000, 1757203200000, 1757201400000, 1757199600000, 1757197800000, 1757196000000, 1757194200000, 1757192400000, 1757190600000, 1757188800000, 1757187000000, 1757185200000, 1757183400000, 1757181600000, 1757179800000, 1757178000000, 1757176200000, 1757174400000, 1757172600000, 1757170800000, 1757169000000, 1757167200000, 1757165400000, 1757163600000, 1757161800000, 1757160000000, 1757158200000, 1757156400000, 1757154600000, 1757152800000, 1757151000000, 1757149200000, 1757147400000, 1757145600000, 1757143800000, 1757142000000, 1757140200000, 1757138400000, 1757136600000, 1757134800000, 1757133000000, 1757131200000, 1757129400000, 1757127600000, 1757125800000, 1757124000000, 1757122200000, 1757120400000, 1757118600000, 1757116800000, 1757115000000, 1757113200000, 1757111400000, 1757109600000, 1757107800000, 1757106000000, 1757104200000, 1757102400000, 1757100600000, 1757098800000, 1757097000000, 1757095200000, 1757093400000, 1757091600000, 1757089800000], 'values': [3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3000.23, 3000.23, 3000.23, 2831.23, 2800.23, 2800.23, 2800.23, 2800.23, 2773.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2723.23, 2713.23, 2708.23, 2708.23, 2708.23, 2708.23, 2609.23, 2609.23, 2604.23, 2574.23, 2555.23, 2550.23, 2549.23, 2524.23, 2524.23, 2522.23, 2499.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2354.23, 2337.23, 2317.23, 2306.0, 2210.0, 2165.0, 2155.0, 2052.0]}, 'medium': {'labels': [1757355000000, 1757354400000, 1757353800000, 1757353200000, 1757352600000, 1757352000000, 1757351400000, 1757350800000, 1757350200000, 1757349600000, 1757349000000, 1757348400000, 1757347800000, 1757347200000, 1757346600000, 1757346000000, 1757345400000, 1757344800000, 1757344200000, 1757343600000, 1757343000000, 1757342400000, 1757341800000, 1757341200000, 1757340600000, 1757340000000, 1757339400000, 1757338800000, 1757338200000, 1757337600000, 1757337000000, 1757336400000, 1757335800000, 1757335200000, 1757334600000, 1757334000000, 1757333400000, 1757332800000, 1757332200000, 1757331600000, 1757331000000, 1757330400000, 1757329800000, 1757329200000, 1757328600000, 1757328000000, 1757327400000, 1757326800000, 1757326200000, 1757325600000, 1757325000000, 1757324400000, 1757323800000, 1757323200000, 1757322600000, 1757322000000, 1757321400000, 1757320800000, 1757320200000, 1757319600000, 1757319000000, 1757318400000, 1757317800000, 1757317200000, 1757316600000, 1757316000000, 1757315400000, 1757314800000, 1757314200000, 1757313600000, 1757313000000, 1757312400000, 1757311800000], 'values': [3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23, 3005.23]}}",1009.0,"{'large': {'labels': [1757088000000, 1757089800000, 1757091600000, 1757093400000, 1757095200000, 1757097000000, 1757098800000, 1757100600000, 1757102400000, 1757104200000, 1757106000000, 1757107800000, 1757109600000, 1757111400000, 1757113200000, 1757115000000, 1757116800000, 1757118600000, 1757120400000, 1757122200000, 1757124000000, 1757125800000, 1757127600000, 1757129400000, 1757131200000, 1757133000000, 1757134800000, 1757136600000, 1757138400000, 1757140200000, 1757142000000, 1757143800000, 1757145600000, 1757147400000, 1757149200000, 1757151000000, 1757152800000, 1757154600000, 1757156400000, 1757158200000, 1757160000000, 1757161800000, 1757163600000, 1757165400000, 1757167200000, 1757169000000, 1757170800000, 1757172600000, 1757174400000, 1757176200000, 1757178000000, 1757179800000, 1757181600000, 1757183400000, 1757185200000, 1757187000000, 1757188800000, 1757190600000, 1757192400000, 1757194200000, 1757196000000, 1757197800000, 1757199600000, 1757201400000, 1757203200000, 1757205000000, 1757206800000, 1757208600000, 1757210400000, 1757212200000, 1757214000000, 1757215800000, 1757217600000, 1757219400000, 1757221200000, 1757223000000, 1757224800000, 1757226600000, 1757228400000, 1757230200000, 1757232000000, 1757233800000, 1757235600000, 1757237400000, 1757239200000, 1757241000000, 1757242800000, 1757244600000, 1757246400000, 1757248200000, 1757250000000, 1757251800000, 1757253600000, 1757255400000, 1757257200000, 1757259000000, 1757260800000, 1757262600000, 1757264400000, 1757266200000, 1757268000000, 1757269800000, 1757271600000, 1757273400000, 1757275200000, 1757277000000, 1757278800000, 1757280600000, 1757282400000, 1757284200000, 1757286000000], 'values': [0.0, 103.0, 121.0, 142.0, 116.0, 101.0, 84.0, 88.0, 71.0, 54.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 61.0, 65.0, 63.0, 75.0, 64.0, 75.0, 62.0, 62.0, 49.0, 49.0, 53.0, 62.0, 63.0, 57.0, 65.0, 65.0, 53.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 41.0, 48.0, 47.0, 82.0, 84.0, 72.0, 68.0, 74.0, 64.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}, 'medium': None}","[1757261793691, 142.0]"
